행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2025년 09월 공연 알리X노을과 함께 하는 가을 콘서트,장성문화예술회관 대공연장,기획공연,2025-09-09,2025-09-09,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 08월 공연 창극 <꽃가마 타고>,장성문화예술회관 대공연장,상주단체공연,2025-08-29,2025-08-29,19:00,20:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,3000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 08월 문화가 있는 날 영화상영 <노이즈>,장성문화예술회관 대공연장,영화상영,2025-08-26,2025-08-26,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 08월 공연 드로잉 매직쇼 <크레용용>(3회),장성문화예술회관 소공연장,어린이공연,2025-08-09,2025-08-09,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 08월 공연 드로잉 매직쇼 <크레용용>(2회),장성문화예술회관 소공연장,어린이공연,2025-08-09,2025-08-09,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 08월 공연 드로잉 매직쇼 <크레용용>(1회),장성문화예술회관 소공연장,어린이공연,2025-08-09,2025-08-09,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 07월 문화가 있는 날 영화상영 <하이파이브>,장성문화예술회관 대공연장,영화상영,2025-07-29,2025-07-29,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 07월 공연 뮤지컬 써니텐,장성문화예술회관 대공연장,기획공연,2025-07-08,2025-07-08,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 06월 공연 가족뮤지컬 <우리가족>(2회),장성문화예술회관 대공연장,어린이공연,2024-06-21,2024-06-21,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 06월 공연 가족뮤지컬 <우리가족>(1회),장성문화예술회관 대공연장,어린이공연,2024-06-21,2024-06-21,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2026년 03월 공연 <정태춘박은옥X동물원 7080 콘서트>,장성문화예술회관 대공연장,기획공연,2026-03-10,2026-03-10,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 12월 문화가 있는 날 영화상영 <보스>,장성문화예술회관 대공연장,영화상영,2025-12-24,2025-12-24,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 12월 공연 가족뮤지컬 <산타와 루돌프>(3회),장성문화예술회관 소공연장,어린이공연,2025-12-13,2025-12-13,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 12월 공연 가족뮤지컬 <산타와 루돌프>(2회),장성문화예술회관 소공연장,어린이공연,2025-12-13,2025-12-13,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 12월 공연 가족뮤지컬 <산타와 루돌프>(1회),장성문화예술회관 소공연장,어린이공연,2025-12-13,2025-12-13,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 11월 공연 김동수 열사 추모 국악뮤지컬<무소의 뿔처럼>,장성문화예술회관 대공연장,기획공연,2025-11-11,2025-11-11,19:00,20:20,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 11월 공연 김동수 열사 추모 국악뮤지컬<무소의 뿔처럼>,장성문화예술회관 대공연장,기획공연,2025-11-11,2025-11-11,14:00,15:20,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 10월 문화가 있는 날 영화상영 <좀비딸>,장성문화예술회관 대공연장,영화상영,2025-10-28,2025-10-28,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
"2023년 12월 공연 K-JAZZ<러브레터>with 주현미, 이경우, 필윤밴드",장성문화예술회관 대공연장,우수공연,2023-12-05,2023-12-05,19:00,20:10,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 11월 문화가 있는 날 영화상영 <천박사 퇴마 연구소>,장성문화예술회관 대공연장,영화상영,2023-11-28,2023-11-28,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 11월 공연 마술사 제이티의 과학 실험실(3회),장성문화예술회관 소공연장,어린이공연,2023-11-18,2023-11-18,16:00,17:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 11월 공연 마술사 제이티의 과학 실험실(2회),장성문화예술회관 소공연장,어린이공연,2023-11-18,2023-11-18,14:00,15:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 11월 공연 마술사 제이티의 과학 실험실(1회),장성문화예술회관 소공연장,어린이공연,2023-11-18,2023-11-18,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 11월 공연 세종국악심포니오케스트라&김경호의 <아리랑 목동>,장성문화예술회관 대공연장,우수공연,2023-11-07,2023-11-07,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 10월 공연 종합서커스 아슬,장성문화예술회관 대공연장,우수공연,2023-10-31,2023-10-31,19:00,20:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 10월 문화가 있는 날 영화상영 <밀수>,장성문화예술회관 대공연장,영화상영,2023-10-24,2023-10-24,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
